rollno,name,fname,course,city,dob,s1,s2,s3,s4,s5
799,Asif,Junaid,AI,,1979-05-28,38,76,83,20,75
800,Hamza,Junaid,ML,ISL,1972-01-14,52,9,93,68,35
801,Ali,Ali,Blockchain,,1969-09-30,36,92,51,34,44
802,Junaid,Junaid,AI,LHR,1985-09-13,37,51,22,12,41
803,Ali,Ali,ML,,1960-11-18,16,70,37,16,80
804,Junaid,Asif,DS,,1970-02-04,28,77,99,71,58
805,Ali,Junaid,DS,LHR,1960-08-12,81,5,40,3,90
806,Asif,Asif,Blockchain,LHR,1993-09-28,35,90,88,77,54
807,Asif,Ali,DS,KHI,1980-07-01,6,17,45,23,85
808,Hamza,Hamza,Blockchain,,1997-02-26,91,74,20,64,22
809,Hamza,Asif,AI,,2009-02-16,7,34,39,37,15
810,Junaid,Asif,DS,KHI,1974-11-01,14,78,86,78,19
811,Hamza,Asif,Blockchain,ISL,1970-11-09,34,64,35,30,82
812,Junaid,Junaid,ML,LHR,1998-05-13,2,27,15,47,82
813,Hamza,Asif,DS,LHR,1993-07-19,32,99,93,42,84
814,Junaid,Hamza,AI,LHR,2001-02-14,63,29,18,26,35
815,Asif,Junaid,DS,KHI,1955-10-18,60,73,1,37,25
816,Ali,Junaid,ML,,1976-07-18,24,73,29,59,7
817,Hamza,Hamza,DS,KHI,2000-01-06,6,53,39,59,78
818,Junaid,Hamza,ML,LHR,1981-09-10,23,53,1,42,90
819,Hamza,Ali,DS,LHR,1978-03-06,30,66,3,51,66
820,Asif,Ali,AI,,1991-07-11,42,97,39,28,83
821,Hamza,Asif,ML,KHI,1973-01-24,1,75,91,14,77
822,Hamza,Ali,Blockchain,LHR,1951-05-05,74,53,29,6,80
823,Hamza,Ali,Blockchain,,2011-05-10,93,57,30,64,90
824,Asif,Junaid,AI,,2003-03-16,17,66,76,86,8
825,Junaid,Hamza,AI,ISL,1986-08-04,42,23,32,51,94
826,Asif,Asif,DS,KHI,2005-07-04,26,32,58,16,69
827,Junaid,Ali,ML,LHR,1979-06-12,76,54,79,66,61
828,Hamza,Hamza,Blockchain,KHI,2011-07-20,46,79,31,5,17
829,Asif,Asif,Blockchain,LHR,1986-01-22,28,40,2,26,95
830,Ali,Hamza,ML,ISL,1956-08-16,39,11,69,29,79
831,Hamza,Hamza,AI,,1962-03-01,8,50,56,99,56
832,Asif,Junaid,DS,KHI,1961-05-16,84,86,52,62,76
833,Asif,Asif,ML,ISL,1988-03-06,68,56,32,54,38
834,Asif,Ali,Blockchain,KHI,2001-09-21,19,6,23,62,13
835,Hamza,Hamza,Blockchain,ISL,1951-04-19,12,13,76,36,37
836,Junaid,Ali,ML,ISL,1986-07-16,77,38,63,79,20
837,Hamza,Ali,Blockchain,,1969-06-19,72,35,91,35,30
838,Junaid,Asif,AI,ISL,1978-08-23,33,77,92,89,86
839,Ali,Hamza,Blockchain,LHR,1950-02-12,78,31,11,80,72
840,Ali,Junaid,Blockchain,,2003-04-26,24,59,32,45,5
841,Ali,Asif,AI,,1976-01-03,28,2,30,61,53
842,Junaid,Junaid,AI,,1972-03-01,75,19,86,24,2
843,Ali,Ali,AI,,1979-06-18,95,87,56,86,37
844,Ali,Junaid,AI,ISL,1986-05-11,78,55,19,68,77
845,Hamza,Asif,DS,KHI,1980-09-08,18,17,54,23,51
846,Junaid,Asif,DS,LHR,2007-06-14,36,41,31,16,44
847,Junaid,Asif,ML,LHR,1952-04-14,53,38,51,79,83
848,Hamza,Junaid,ML,,1991-08-03,6,7,69,56,57
849,Junaid,Asif,ML,KHI,1974-06-22,57,95,53,77,92
850,Junaid,Junaid,ML,,1971-05-18,64,95,36,23,55
851,Ali,Hamza,ML,ISL,1975-06-11,6,36,16,73,10
852,Hamza,Junaid,Blockchain,,1973-06-24,55,26,96,74,90
853,Ali,Junaid,Blockchain,KHI,1964-11-05,81,35,96,43,95
854,Hamza,Junaid,DS,ISL,2014-01-09,46,84,45,30,91
855,Junaid,Ali,ML,KHI,2011-01-29,89,98,89,91,2
856,Junaid,Junaid,AI,,2013-08-26,64,40,34,41,40
857,Asif,Asif,Blockchain,,2001-05-16,77,13,42,64,17
858,Asif,Hamza,Blockchain,KHI,1964-07-01,90,61,36,99,33
859,Junaid,Hamza,DS,LHR,1952-01-11,79,21,7,57,20
860,Junaid,Ali,Blockchain,ISL,1988-10-26,94,93,57,25,88
861,Ali,Hamza,Blockchain,ISL,1996-05-27,53,69,64,87,39
862,Ali,Asif,ML,LHR,1972-07-10,26,49,59,37,43
863,Asif,Asif,AI,LHR,2007-05-28,94,60,41,18,16
864,Junaid,Asif,Blockchain,KHI,1966-04-18,66,49,56,99,83
865,Hamza,Junaid,Blockchain,ISL,2007-06-18,72,57,33,64,61
866,Junaid,Ali,Blockchain,ISL,1969-05-07,68,95,46,70,46
867,Hamza,Junaid,AI,ISL,1966-05-25,57,26,5,80,12
868,Junaid,Asif,DS,LHR,1987-08-09,74,62,64,23,86
869,Junaid,Ali,AI,KHI,1969-09-21,21,48,71,10,32
870,Junaid,Hamza,ML,LHR,1953-09-18,99,79,10,45,97
871,Junaid,Hamza,Blockchain,ISL,1953-08-04,44,24,92,72,1
872,Hamza,Junaid,AI,KHI,2006-03-19,6,87,82,84,99
873,Asif,Asif,DS,,1986-06-20,58,76,58,59,27
874,Junaid,Ali,Blockchain,KHI,1975-02-27,9,65,40,13,82
875,Junaid,Ali,ML,LHR,1980-04-22,51,96,42,12,18
876,Junaid,Asif,Blockchain,,2004-04-04,38,85,58,54,71
877,Junaid,Hamza,AI,,2012-05-06,60,81,31,51,8
878,Hamza,Hamza,Blockchain,LHR,1953-03-07,20,18,64,35,41
879,Junaid,Hamza,Blockchain,ISL,1981-08-08,6,31,34,66,25
880,Junaid,Ali,DS,LHR,1954-08-24,96,68,49,72,47
881,Hamza,Ali,AI,LHR,2011-01-05,58,51,92,46,57
882,Hamza,Asif,Blockchain,KHI,1964-09-18,32,30,53,74,32
883,Junaid,Junaid,ML,KHI,1997-01-28,74,56,23,62,36
884,Asif,Hamza,Blockchain,KHI,2014-06-18,50,31,41,56,39
885,Hamza,Junaid,ML,ISL,2009-07-08,57,26,69,44,34
886,Ali,Asif,DS,,1994-10-28,48,93,93,95,59
887,Ali,Ali,DS,KHI,2004-01-02,48,45,19,12,17
888,Ali,Hamza,DS,,1976-10-13,23,77,56,77,53
889,Ali,Hamza,ML,LHR,1984-10-29,78,4,94,20,17
890,Hamza,Ali,DS,ISL,1983-05-21,20,23,40,55,73
891,Ali,Ali,AI,KHI,1964-07-08,52,78,48,77,65
892,Hamza,Ali,AI,LHR,1989-07-10,91,83,37,68,91
893,Junaid,Junaid,DS,LHR,2014-07-14,4,23,63,55,46
894,Ali,Hamza,AI,,1997-02-16,15,29,95,51,77
895,Asif,Asif,Blockchain,LHR,1991-11-03,53,7,15,43,11
896,Junaid,Ali,DS,LHR,1957-06-30,43,63,79,57,46
897,Ali,Junaid,ML,ISL,1973-07-13,46,23,76,7,57
898,Hamza,Junaid,ML,KHI,1996-01-08,26,9,24,13,92
899,Asif,Ali,DS,ISL,1988-06-11,91,66,24,39,41
900,Junaid,Asif,ML,LHR,1987-09-30,87,96,78,25,89
901,Ali,Asif,Blockchain,ISL,1973-01-02,50,90,18,60,30
902,Ali,Junaid,AI,,1983-08-22,60,98,72,28,53
903,Ali,Hamza,AI,LHR,1992-07-24,26,71,16,58,90
904,Ali,Junaid,ML,,1969-09-02,49,15,21,56,41
905,Hamza,Junaid,ML,,1956-10-06,30,67,19,53,35
906,Ali,Junaid,Blockchain,LHR,1971-07-19,33,35,75,99,62
907,Hamza,Junaid,DS,ISL,1974-06-30,21,70,2,64,48
908,Asif,Hamza,Blockchain,KHI,1979-04-12,19,84,18,69,35
909,Ali,Ali,DS,ISL,1985-03-04,91,45,92,58,25
910,Ali,Asif,Blockchain,KHI,1997-08-22,13,40,82,5,29
911,Ali,Junaid,AI,LHR,1953-05-21,24,49,27,94,98
912,Hamza,Hamza,AI,,1960-08-13,31,34,57,69,61
913,Hamza,Hamza,ML,KHI,1971-04-20,73,91,24,70,16
914,Ali,Ali,ML,,1993-09-29,75,31,90,73,61
915,Junaid,Hamza,AI,ISL,1973-02-13,6,17,96,29,2
916,Ali,Hamza,AI,ISL,1975-05-14,13,16,85,43,8
917,Hamza,Hamza,ML,ISL,1993-02-05,7,17,3,67,25
918,Asif,Hamza,DS,KHI,1974-05-30,13,40,2,74,46
919,Junaid,Ali,AI,,1972-02-08,14,65,4,2,23
920,Hamza,Asif,AI,LHR,1982-02-05,24,38,66,44,72
921,Hamza,Ali,DS,KHI,2008-05-09,89,3,2,44,75
922,Junaid,Junaid,AI,ISL,1974-05-14,60,11,84,40,63
923,Hamza,Junaid,AI,KHI,2012-10-07,96,94,12,60,79
924,Hamza,Asif,ML,LHR,2007-06-13,91,98,62,42,33
925,Hamza,Ali,ML,ISL,2000-03-12,30,61,80,23,38
926,Hamza,Ali,Blockchain,LHR,2006-05-05,60,2,56,73,20
927,Asif,Junaid,ML,ISL,2010-01-25,13,81,93,37,96
928,Ali,Junaid,AI,ISL,2011-03-14,84,85,69,77,94
929,Ali,Hamza,Blockchain,,1986-03-06,88,73,36,57,45
930,Ali,Asif,ML,LHR,1981-03-24,89,39,61,23,71
931,Ali,Junaid,ML,KHI,1972-01-01,3,64,15,85,55
932,Ali,Hamza,ML,LHR,1976-10-04,34,19,2,73,31
933,Junaid,Asif,AI,ISL,1983-09-07,11,9,24,95,9
934,Asif,Ali,DS,LHR,1989-09-05,20,9,40,12,99
935,Asif,Hamza,DS,LHR,2012-05-09,33,13,57,57,42
936,Asif,Junaid,AI,KHI,1960-03-22,4,55,59,37,90
937,Asif,Junaid,DS,KHI,1988-09-03,7,67,90,88,70
938,Hamza,Junaid,Blockchain,KHI,1966-08-09,48,81,81,48,68
939,Junaid,Junaid,DS,,1974-01-04,19,91,10,71,75
940,Ali,Hamza,DS,,1987-11-15,19,84,23,90,28
941,Hamza,Junaid,ML,KHI,1980-11-28,29,32,32,66,64
942,Junaid,Asif,ML,ISL,1951-09-17,11,32,1,57,39
943,Ali,Asif,Blockchain,ISL,1979-03-15,10,33,82,6,20
944,Junaid,Ali,ML,ISL,1999-11-05,21,21,85,61,17
945,Junaid,Hamza,DS,LHR,1972-09-17,10,40,21,23,86
946,Junaid,Hamza,DS,LHR,1997-10-16,16,45,93,66,22
947,Ali,Asif,DS,,1961-03-21,64,70,35,69,4
948,Asif,Asif,AI,LHR,1968-06-11,66,89,44,37,39
949,Ali,Hamza,AI,KHI,1950-02-27,81,80,3,48,76
950,Junaid,Hamza,ML,LHR,1972-09-26,9,26,21,97,87
951,Junaid,Ali,Blockchain,LHR,1974-03-12,28,61,7,90,44
952,Hamza,Asif,AI,LHR,1973-10-02,34,42,42,99,61
953,Asif,Hamza,AI,,1992-09-08,69,67,22,42,45
954,Asif,Hamza,DS,ISL,1998-05-22,34,34,5,62,83
955,Asif,Hamza,DS,,1971-05-06,73,52,41,62,16
956,Asif,Hamza,Blockchain,,1952-06-09,99,36,4,88,11
957,Asif,Hamza,ML,,1981-09-04,90,74,60,46,30
958,Ali,Junaid,AI,KHI,1973-04-16,62,31,85,47,25
959,Hamza,Ali,DS,KHI,2004-02-06,48,43,19,12,59
960,Junaid,Junaid,DS,LHR,1962-06-18,81,34,46,19,79
961,Junaid,Ali,Blockchain,LHR,2004-04-09,5,14,63,78,73
962,Asif,Hamza,DS,ISL,1988-05-12,39,30,85,94,78
963,Junaid,Asif,AI,KHI,1999-04-21,98,38,43,6,33
964,Ali,Junaid,Blockchain,KHI,2003-10-03,39,67,22,90,94
965,Junaid,Junaid,Blockchain,LHR,1987-04-23,52,28,90,31,40
966,Hamza,Ali,AI,KHI,1957-01-24,12,62,85,72,91
967,Ali,Hamza,ML,,2005-07-11,39,77,60,17,13
968,Ali,Junaid,Blockchain,,1996-02-12,82,2,41,49,5
969,Junaid,Ali,DS,ISL,1967-02-01,13,42,95,35,34
970,Asif,Ali,ML,ISL,2008-06-19,34,70,15,92,50
971,Junaid,Junaid,Blockchain,,1995-01-21,88,10,91,78,91
972,Asif,Ali,DS,ISL,2011-05-28,51,83,66,61,29
973,Hamza,Hamza,AI,KHI,1973-04-13,47,46,19,54,27
974,Asif,Asif,ML,,1985-04-10,31,23,25,46,11
975,Hamza,Hamza,DS,,1959-06-02,11,7,56,22,52
976,Asif,Ali,ML,KHI,1994-04-21,7,5,28,63,71
977,Asif,Asif,Blockchain,,2007-05-12,23,53,74,47,72
978,Hamza,Hamza,Blockchain,,2014-06-23,36,80,22,73,56
979,Junaid,Asif,Blockchain,ISL,1950-08-08,79,32,94,40,75
980,Asif,Junaid,DS,ISL,1954-11-20,84,88,5,86,66
981,Hamza,Hamza,Blockchain,KHI,2009-03-18,73,81,55,44,12
982,Ali,Ali,ML,KHI,1996-05-26,97,63,46,3,36
983,Ali,Ali,Blockchain,,1955-01-22,45,65,13,57,31
984,Asif,Ali,DS,,1966-05-18,37,54,36,71,15
985,Ali,Junaid,DS,LHR,1958-05-16,41,6,98,14,73
986,Ali,Hamza,Blockchain,ISL,1975-04-02,20,62,53,60,64
987,Asif,Junaid,Blockchain,ISL,1996-11-02,73,53,74,20,38
988,Ali,Hamza,ML,ISL,1986-09-18,37,69,21,9,23
989,Asif,Asif,Blockchain,,1998-08-12,61,71,13,91,68
990,Junaid,Ali,AI,,1951-03-17,92,76,16,58,57
991,Ali,Asif,ML,LHR,1975-04-27,96,89,58,95,32
992,Ali,Junaid,Blockchain,KHI,1972-07-12,27,6,37,70,91
993,Junaid,Junaid,AI,,1982-07-22,12,5,97,35,98
994,Asif,Junaid,DS,ISL,1983-06-10,49,92,97,53,86
995,Asif,Hamza,AI,LHR,1950-05-01,75,71,44,15,98
996,Junaid,Junaid,ML,LHR,1958-08-20,44,68,58,11,9
997,Hamza,Junaid,AI,,1986-05-29,18,15,78,59,84
998,Hamza,Asif,AI,LHR,1963-11-28,34,16,92,26,70
999,Asif,Junaid,ML,ISL,1998-08-19,29,33,68,41,4
1000,Ali,Hamza,AI,,1968-01-02,65,55,89,70,73
